Stn Code,Sampling Date,Month,Year,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM,Location of Monitoring Station,PM 2.5
147,3/8/2010,3,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,11,31,,"MG Road Bank Ernakulum, Kochi",
147,3/11/2010,3,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,9,34,,"MG Road Bank Ernakulum, Kochi",
147,15-03-10,3,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,11,38,,"MG Road Bank Ernakulum, Kochi",
147,18-03-10,3,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,10,47,,"MG Road Bank Ernakulum, Kochi",
147,22-03-10,3,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,10,44,,"MG Road Bank Ernakulum, Kochi",
147,25-03-10,3,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,9,48,,"MG Road Bank Ernakulum, Kochi",
147,29-03-10,3,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,12,36,,"MG Road Bank Ernakulum, Kochi",
147,4/1/2010,4,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,8,31,,"MG Road Bank Ernakulum, Kochi",
147,4/5/2010,4,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,11,44,,"MG Road Bank Ernakulum, Kochi",
147,4/8/2010,4,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,13,32,,"MG Road Bank Ernakulum, Kochi",
147,4/12/2010,4,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,10,24,,"MG Road Bank Ernakulum, Kochi",
147,16-04-10,4,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,11,35,,"MG Road Bank Ernakulum, Kochi",
147,19-04-10,4,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,11,25,,"MG Road Bank Ernakulum, Kochi",
147,22-04-10,4,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,10,40,,"MG Road Bank Ernakulum, Kochi",
147,26-04-10,4,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,11,29,,"MG Road Bank Ernakulum, Kochi",
147,29-04-10,4,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,10,22,,"MG Road Bank Ernakulum, Kochi",
147,5/3/2010,5,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,11,24,,"MG Road Bank Ernakulum, Kochi",
147,5/6/2010,5,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,9,34,,"MG Road Bank Ernakulum, Kochi",
147,5/10/2010,5,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,9,24,,"MG Road Bank Ernakulum, Kochi",
147,13-05-10,5,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,8,24,,"MG Road Bank Ernakulum, Kochi",
147,17-05-10,5,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,9,29,,"MG Road Bank Ernakulum, Kochi",
147,19-05-10,5,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,8,53,,"MG Road Bank Ernakulum, Kochi",
147,21-05-10,5,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,9,31,,"MG Road Bank Ernakulum, Kochi",
147,24-05-10,5,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,8,22,,"MG Road Bank Ernakulum, Kochi",
147,27-05-10,5,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,23,22,,"MG Road Bank Ernakulum, Kochi",
147,6/1/2010,6,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,13,17,,"MG Road Bank Ernakulum, Kochi",
147,6/3/2010,6,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,12,16,,"MG Road Bank Ernakulum, Kochi",
147,6/7/2010,6,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,9,20,,"MG Road Bank Ernakulum, Kochi",
147,6/10/2010,6,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,11,20,,"MG Road Bank Ernakulum, Kochi",
147,14-06-10,6,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,10,18,,"MG Road Bank Ernakulum, Kochi",
147,17-06-10,6,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,9,23,,"MG Road Bank Ernakulum, Kochi",
147,21-06-10,6,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,8,17,,"MG Road Bank Ernakulum, Kochi",
147,24-06-10,6,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,9,17,,"MG Road Bank Ernakulum, Kochi",
147,28-06-10,6,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,8,10,,"MG Road Bank Ernakulum, Kochi",
147,7/1/2010,7,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,9,21,,"MG Road Bank Ernakulum, Kochi",
147,7/5/2010,7,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,10,13,,"MG Road Bank Ernakulum, Kochi",
147,7/8/2010,7,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,18,24,,"MG Road Bank Ernakulum, Kochi",
147,7/12/2010,7,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,12,7,,"MG Road Bank Ernakulum, Kochi",
147,15-07-10,7,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,13,9,,"MG Road Bank Ernakulum, Kochi",
147,19-07-10,7,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,9,18,,"MG Road Bank Ernakulum, Kochi",
147,22-07-10,7,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,9,15,,"MG Road Bank Ernakulum, Kochi",
147,26-07-10,7,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,8,15,,"MG Road Bank Ernakulum, Kochi",
147,29-07-10,7,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,12,17,,"MG Road Bank Ernakulum, Kochi",
147,8/2/2010,8,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,12,22,,"MG Road Bank Ernakulum, Kochi",
147,8/5/2010,8,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,10,19,,"MG Road Bank Ernakulum, Kochi",
147,8/9/2010,8,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,8,25,,"MG Road Bank Ernakulum, Kochi",
147,16-08-10,8,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,11,12,,"MG Road Bank Ernakulum, Kochi",
147,18-08-10,8,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,26,26,,"MG Road Bank Ernakulum, Kochi",
147,20-08-10,8,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,14,26,,"MG Road Bank Ernakulum, Kochi",
147,24-08-10,8,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,14,22,,"MG Road Bank Ernakulum, Kochi",
147,26-08-10,8,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,11,19,,"MG Road Bank Ernakulum, Kochi",
147,30-08-10,8,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,13,20,,"MG Road Bank Ernakulum, Kochi",
147,9/2/2010,9,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,8,14,,"MG Road Bank Ernakulum, Kochi",
147,9/6/2010,9,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,9,28,,"MG Road Bank Ernakulum, Kochi",
147,9/8/2010,9,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,9,14,,"MG Road Bank Ernakulum, Kochi",
147,13-09-10,9,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,10,15,,"MG Road Bank Ernakulum, Kochi",
147,16-09-10,9,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,16,21,,"MG Road Bank Ernakulum, Kochi",
147,20-09-10,9,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,13,21,,"MG Road Bank Ernakulum, Kochi",
147,23-09-10,9,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,13,22,,"MG Road Bank Ernakulum, Kochi",
147,27-09-10,9,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,12,17,,"MG Road Bank Ernakulum, Kochi",
147,29-09-10,9,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,9,22,,"MG Road Bank Ernakulum, Kochi",
147,10/4/2010,10,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,8,14,,"MG Road Bank Ernakulum, Kochi",
147,10/7/2010,10,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,14,24,,"MG Road Bank Ernakulum, Kochi",
147,10/11/2010,10,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,12,28,,"MG Road Bank Ernakulum, Kochi",
147,14-10-10,10,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,14,43,,"MG Road Bank Ernakulum, Kochi",
147,18-10-10,10,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,14,27,,"MG Road Bank Ernakulum, Kochi",
147,20-10-10,10,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,20,28,,"MG Road Bank Ernakulum, Kochi",
147,22-10-10,10,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,17,39,,"MG Road Bank Ernakulum, Kochi",
147,25-10-10,10,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,16,31,,"MG Road Bank Ernakulum, Kochi",
147,28-10-10,10,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,20,29,,"MG Road Bank Ernakulum, Kochi",
147,11/1/2010,11,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,25,38,,"MG Road Bank Ernakulum, Kochi",
147,11/4/2010,11,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,13,35,,"MG Road Bank Ernakulum, Kochi",
147,11/8/2010,11,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,12,40,,"MG Road Bank Ernakulum, Kochi",
147,11/11/2010,11,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,12,12,,"MG Road Bank Ernakulum, Kochi",
147,15-11-10,11,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,16,28,,"MG Road Bank Ernakulum, Kochi",
147,18-11-10,11,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,16,21,,"MG Road Bank Ernakulum, Kochi",
147,22-11-10,11,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,21,20,,"MG Road Bank Ernakulum, Kochi",
147,25-11-10,11,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,30,61,,"MG Road Bank Ernakulum, Kochi",
147,29-11-10,11,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,18,57,,"MG Road Bank Ernakulum, Kochi",
147,12/3/2010,12,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,22,63,,"MG Road Bank Ernakulum, Kochi",
147,12/6/2010,12,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,17,68,,"MG Road Bank Ernakulum, Kochi",
147,12/9/2010,12,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,22,64,,"MG Road Bank Ernakulum, Kochi",
147,13-12-10,12,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,11,51,,"MG Road Bank Ernakulum, Kochi",
147,16-12-10,12,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,20,40,,"MG Road Bank Ernakulum, Kochi",
147,21-12-10,12,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,15,51,,"MG Road Bank Ernakulum, Kochi",
147,23-12-10,12,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,22,74,,"MG Road Bank Ernakulum, Kochi",
147,27-12-10,12,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,20,64,,"MG Road Bank Ernakulum, Kochi",
147,30-12-10,12,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,22,72,,"MG Road Bank Ernakulum, Kochi",
147,31-12-10,12,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,21,38,,"MG Road Bank Ernakulum, Kochi",
346,1/6/2010,1,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,19,88,,"CSIR Complex, Kochi",
346,1/7/2010,1,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,15,84,,"CSIR Complex, Kochi",
346,1/11/2010,1,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,11,71,,"CSIR Complex, Kochi",
346,14-01-10,1,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,14,47,,"CSIR Complex, Kochi",
346,18-01-10,1,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,15,72,,"CSIR Complex, Kochi",
346,20-01-10,1,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,16,84,,"CSIR Complex, Kochi",
346,22-01-10,1,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,16,76,,"CSIR Complex, Kochi",
346,26-01-10,1,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,24,80,,"CSIR Complex, Kochi",
346,28-01-10,1,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,14,67,,"CSIR Complex, Kochi",
346,2/1/2010,2,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,16,80,,"CSIR Complex, Kochi",
346,2/4/2010,2,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,12,91,,"CSIR Complex, Kochi",
346,2/8/2010,2,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,21,115,,"CSIR Complex, Kochi",
346,2/10/2010,2,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,14,81,,"CSIR Complex, Kochi",
346,15-02-10,2,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,13,82,,"CSIR Complex, Kochi",
346,17-02-10,2,2010,Kerala,Kochi,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,5,63,,"CSIR Complex, Kochi",
